pixel,reflectance1,reflectance2,absorption1,absorption2
1,4.14E-05,1.15E-06,,
2,4.01E-05,1.18E-06,,
3,3.90E-05,1.18E-06,,
4,3.78E-05,1.17E-06,,
5,3.66E-05,1.24E-06,,
6,3.53E-05,1.35E-06,,
7,3.42E-05,1.38E-06,,
8,3.33E-05,1.42E-06,,
9,3.19E-05,1.37E-06,,
10,3.10E-05,1.46E-06,,
11,3.00E-05,1.49E-06,,
12,2.89E-05,1.47E-06,,
13,2.80E-05,1.59E-06,,
14,2.71E-05,1.59E-06,,
15,2.63E-05,1.62E-06,,
16,2.54E-05,1.70E-06,,
17,2.46E-05,1.71E-06,,
18,2.37E-05,1.77E-06,,
19,2.30E-05,1.85E-06,,
20,2.22E-05,1.89E-06,,
21,2.15E-05,1.94E-06,,
22,2.07E-05,1.99E-06,,
23,2.01E-05,2.04E-06,,
24,1.95E-05,2.09E-06,,
25,1.88E-05,2.19E-06,,
26,1.82E-05,2.20E-06,,
27,1.76E-05,2.34E-06,,
28,1.70E-05,2.35E-06,,
29,1.66E-05,2.40E-06,,
30,1.61E-05,2.56E-06,,
31,1.55E-05,2.57E-06,,
32,1.50E-05,2.60E-06,,
33,1.44E-05,2.64E-06,,
34,1.39E-05,2.75E-06,,
35,1.37E-05,2.83E-06,,
36,1.31E-05,2.92E-06,,
37,1.27E-05,2.97E-06,,
38,1.24E-05,3.13E-06,,
39,1.22E-05,3.24E-06,,
40,1.14E-05,3.21E-06,,
41,1.10E-05,3.22E-06,,
42,1.07E-05,3.42E-06,,
43,1.03E-05,3.50E-06,,
44,1.01E-05,3.57E-06,,
45,9.63E-06,3.69E-06,,
46,9.41E-06,3.79E-06,,
47,9.04E-06,3.84E-06,,
48,8.72E-06,3.95E-06,,
49,8.50E-06,4.06E-06,,
50,8.21E-06,4.23E-06,,
51,8.05E-06,4.39E-06,,
52,7.69E-06,4.50E-06,,
53,7.42E-06,4.52E-06,,
54,7.24E-06,4.65E-06,,
55,7.05E-06,4.87E-06,,
56,6.77E-06,4.97E-06,,
57,6.60E-06,5.10E-06,,
58,6.41E-06,5.25E-06,,
59,6.19E-06,5.43E-06,,
60,6.00E-06,5.52E-06,,
61,5.80E-06,5.66E-06,,
62,5.68E-06,5.86E-06,,
63,5.53E-06,6.09E-06,,
64,5.36E-06,6.18E-06,,
65,5.11E-06,6.36E-06,,
66,4.98E-06,6.55E-06,,
67,4.81E-06,6.77E-06,,
68,4.64E-06,6.88E-06,,
69,4.50E-06,7.15E-06,,
70,4.45E-06,7.36E-06,,
71,4.24E-06,7.67E-06,,
72,4.14E-06,7.79E-06,,
73,3.95E-06,7.99E-06,,
74,3.93E-06,8.24E-06,,
75,3.73E-06,8.42E-06,,
76,3.66E-06,8.67E-06,,
77,3.52E-06,9.00E-06,,
78,3.43E-06,9.21E-06,,
79,3.32E-06,9.51E-06,,
80,3.23E-06,9.75E-06,,
81,3.12E-06,1.01E-05,,
82,2.99E-06,1.04E-05,,
83,2.94E-06,1.07E-05,,
84,2.88E-06,1.10E-05,,
85,2.81E-06,1.14E-05,,
86,2.69E-06,1.18E-05,,
87,2.64E-06,1.20E-05,,
88,2.54E-06,1.24E-05,,
89,2.45E-06,1.29E-05,,
90,2.43E-06,1.33E-05,,
91,2.38E-06,1.38E-05,,
92,2.26E-06,1.42E-05,,
93,2.23E-06,1.46E-05,,
94,2.17E-06,1.50E-05,,
95,2.11E-06,1.56E-05,,
96,2.02E-06,1.61E-05,,
97,2.01E-06,1.67E-05,,
98,1.98E-06,1.74E-05,,
99,1.91E-06,1.79E-05,,
100,1.87E-06,1.84E-05,,
101,1.80E-06,1.89E-05,,
102,1.73E-06,1.97E-05,,
103,1.71E-06,2.03E-05,,
104,1.65E-06,2.09E-05,,
105,1.62E-06,2.18E-05,,
106,1.58E-06,2.25E-05,,
107,1.51E-06,2.34E-05,,
108,1.49E-06,2.43E-05,,
109,1.47E-06,2.52E-05,,
110,1.43E-06,2.61E-05,,
111,1.40E-06,2.72E-05,,
112,1.37E-06,2.82E-05,,
113,1.29E-06,2.93E-05,,
114,1.26E-06,3.05E-05,,
115,1.22E-06,3.17E-05,,
116,1.20E-06,3.30E-05,,
117,1.18E-06,3.44E-05,,
118,1.12E-06,3.59E-05,,
119,1.12E-06,3.75E-05,,
120,1.07E-06,3.91E-05,,
121,1.01E-06,4.07E-05,,
122,1.03E-06,4.27E-05,,
123,9.48E-07,4.46E-05,,
124,9.31E-07,4.66E-05,,
125,9.22E-07,4.85E-05,,
126,9.03E-07,5.06E-05,,
127,9.05E-07,5.27E-05,,
128,8.25E-07,5.50E-05,,
